,file_head,file_gaze,velX,velY,velZ,pitch,yaw,roll,VelZ
0,Stimuli_ws/head_centered/20221005-141218_2_head_0.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_0.avi,1.485070581592355,-0.03474308300395381,,-3.9902479999999994,-4.450633555555556,-3.6205884444444445,1.0086956521739452
1,Stimuli_ws/head_centered/20221005-141218_2_head_1.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_1.avi,1.6797795364611092,-0.05165065008478825,,-4.854821111111111,-4.550077666666667,-4.400448333333333,1.4277557942338908
2,Stimuli_ws/head_centered/20221005-141218_2_head_2.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_2.avi,1.9354820218863567,0.06523710265763256,,-5.815965444444444,-5.9857148888888885,-5.002604222222222,1.5191766545075238
3,Stimuli_ws/head_centered/20221005-141218_2_head_3.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_3.avi,2.3228660260035294,0.012266817410967428,,-7.662184,-8.729867333333333,-6.282331777777777,1.6554550593556672
4,Stimuli_ws/head_centered/20221005-141218_2_head_4.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_4.avi,1.6099830220712072,-0.003961516694963789,,-8.77409211111111,-8.793765222222223,-7.196882555555555,1.5296547821164828
5,Stimuli_ws/head_centered/20221005-141218_2_head_5.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_5.avi,0.6721780515118011,0.04851623740201954,,-9.613172333333331,-7.972225544444445,-7.848717555555556,1.4976483762598973
6,Stimuli_ws/head_centered/20221005-141218_2_head_6.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_6.avi,0.9470984162896692,-0.08496040723982552,,-10.811527777777778,-9.89236611111111,-8.89321588888889,1.4421380090498899
7,Stimuli_ws/head_centered/20221005-141218_2_head_7.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_7.avi,-0.1333408197641788,0.00506457046603007,,-8.49647077777778,-11.995489111111112,-7.108968288888889,0.5355418304323422
8,Stimuli_ws/head_centered/20221005-141218_2_head_8.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_8.avi,0.18216853932584587,-0.006297752808988454,,-3.6785345555555558,-11.750264555555557,-3.0306565555555554,1.0342696629213688
9,Stimuli_ws/head_centered/20221005-141218_2_head_9.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_9.avi,0.31591623036650607,0.00044211751018014987,,-3.5106538888888887,-13.013946777777779,-3.2591618888888885,1.295695171611451
10,Stimuli_ws/head_centered/20221005-141218_2_head_10.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_10.avi,0.10732052006784042,0.021011871113624635,,-2.7923414444444443,-11.964430777777778,-3.0275809999999996,0.8729790842284288
11,Stimuli_ws/head_centered/20221005-141218_2_head_11.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_11.avi,-0.18370772946858413,-0.0013768115942021648,,-1.815528,-9.297360444444443,-2.312713555555556,1.1571859903380806
12,Stimuli_ws/head_centered/20221005-141218_2_head_12.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_12.avi,-0.5690590659340615,0.008901098901098548,,-2.174262222222222,-7.259836555555555,-2.4230992222222216,1.1771291208790988
13,Stimuli_ws/head_centered/20221005-141218_2_head_13.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_13.avi,-1.0013096960925325,-0.03586107091171878,,-3.0525683333333333,-5.941475111111111,-2.7895441111111112,1.267583212735052
14,Stimuli_ws/head_centered/20221005-141218_2_head_14.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_14.avi,-1.1071927374301107,0.10363826815641845,,-2.5117356666666666,-4.342095333333334,-2.0416598500000003,1.3754888268155743
15,Stimuli_ws/head_centered/20221005-141218_2_head_15.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_15.avi,-0.9631034482758674,-0.061984517945108904,,-1.7864143888888888,-3.2107036666666664,-1.3010023555555557,1.4167487684729074
16,Stimuli_ws/head_centered/20221005-141218_2_head_16.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_16.avi,-0.8359229208923801,-0.0611967545638867,,-0.16252830977777777,-1.0571119064444445,0.3342822046666667,1.2534820824879873
17,Stimuli_ws/head_centered/20221005-141218_2_head_17.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_17.avi,-0.9694575303355458,-0.12427551748751854,,-1.2927382444444444,-1.7676866111111111,-0.4867103888888889,1.4824411134904696
18,Stimuli_ws/head_centered/20221005-141218_2_head_18.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_18.avi,-1.4237142857141167,0.06000696864110723,,-1.5304631777777777,-1.6567482555555555,-0.6274031555555555,1.9381881533098773
19,Stimuli_ws/head_centered/20221005-141218_2_head_19.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_19.avi,-1.745920149719205,0.09539613225202269,,-0.6637099000000001,-0.3729282555555556,-0.013786300000000029,1.850655021833981
20,Stimuli_ws/head_centered/20221005-141218_2_head_20.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_20.avi,-2.0551151430563714,-0.07543614794137601,,-1.035156288888889,-0.6807115666666665,-0.5215715222222221,1.752477320306917
21,Stimuli_ws/head_centered/20221005-141218_2_head_21.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_21.avi,-1.5967993989480005,-0.06924868519909184,,0.13177786333333336,-0.8758061811111111,0.20149248555555552,1.2835462058601432
22,Stimuli_ws/head_centered/20221005-141218_2_head_22.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_22.avi,-0.949417475728074,0.012845407020162805,,1.7619426666666667,-1.3175002222222223,1.5034506222222221,0.8187453323375175
23,Stimuli_ws/head_centered/20221005-141218_2_head_23.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_23.avi,-0.7015453863464839,0.1001275318829559,,4.0841154444444445,-0.47177544444444464,3.2827042555555557,0.8738184546135184
24,Stimuli_ws/head_centered/20221005-141218_2_head_24.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_24.avi,-0.7329210925644964,-0.0026555386949929957,,2.4852725555555555,-1.7388834444444443,1.740971877777778,1.012898330804273
25,Stimuli_ws/head_centered/20221005-141218_2_head_25.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_25.avi,-0.7083283358321099,-0.07219640179910294,,0.051125622222222215,-3.0114176222222224,-0.1667554333333333,1.0229385307346708
26,Stimuli_ws/head_centered/20221005-141218_2_head_26.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_26.avi,-1.048739867354574,-0.015077376565955841,,-0.4866163444444445,-3.069644577777778,-0.9951850222222222,1.4061164333089364
27,Stimuli_ws/head_centered/20221005-141218_2_head_27.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_27.avi,-1.6143283582091228,0.12881343283583402,,-0.3150788933333334,-2.61930225,-1.0673405833333334,1.7903731343285307
28,Stimuli_ws/head_centered/20221005-141218_2_head_28.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_28.avi,-1.8711581291758153,-0.07558277654045499,,-1.970215,-4.464619777777778,-2.422543222222222,1.8855233853005526
29,Stimuli_ws/head_centered/20221005-141218_2_head_29.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_29.avi,-2.0537357630980244,-0.1478359908883873,,-2.335144,-6.503224555555556,-2.6363864444444447,1.9410022779044012
30,Stimuli_ws/head_centered/20221005-141218_2_head_30.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_30.avi,-2.2806818181817285,0.007068181818182101,,0.048600111111111115,-8.421777366666667,-0.8050571444444444,2.2071212121211414
31,Stimuli_ws/head_centered/20221005-141218_2_head_31.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_31.avi,-1.8968834080716368,-0.0027802690582960908,,2.0656737555555558,-10.216203777777778,0.4414774444444443,2.352541106128406
32,Stimuli_ws/head_centered/20221005-141218_2_head_32.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_32.avi,-1.8528214826023541,-0.028842662632379352,,2.0782233333333333,-11.301064666666669,0.395377,2.54243570347991
33,Stimuli_ws/head_centered/20221005-141218_2_head_33.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_33.avi,-1.7894473487675864,0.02938013442867643,,1.0160730555555557,-12.232853722222224,-0.2992128333333332,2.634279312919877
34,Stimuli_ws/head_centered/20221005-141218_2_head_34.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_34.avi,-1.2767737117253337,0.001135175504108824,,1.0934230444444444,-10.995278944444443,-0.28898616666666666,1.956534727408774
35,Stimuli_ws/head_centered/20221005-141218_2_head_35.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_35.avi,-1.0422754491017867,-0.006871257485029683,,4.556722888888888,-2.895481888888889,3.456983888888889,1.946032934131706
36,Stimuli_ws/head_centered/20221005-141218_2_head_36.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_36.avi,-1.201692420897787,-0.04906548933039199,,3.818718444444445,3.166226,3.6550035555555556,2.11184694628417
37,Stimuli_ws/head_centered/20221005-141218_2_head_37.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_37.avi,-1.3008796992480263,-0.006285714285714267,,3.4767701111111116,6.220146555555555,3.5856455555555553,2.110075187969783
38,Stimuli_ws/head_centered/20221005-141218_2_head_38.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_38.avi,-0.9176421531463117,0.05202426080363788,,5.1627366666666665,9.568116111111111,5.022267666666667,1.88877937831689
39,Stimuli_ws/head_centered/20221005-141218_2_head_39.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_39.avi,-0.6408656906428462,-0.015741565881602335,,5.304855444444446,-26.33250577777778,5.510843888888889,1.897008274983924
40,Stimuli_ws/head_centered/20221005-141218_2_head_40.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_40.avi,-0.5031503050471753,0.007581808097616231,,5.876493111111111,-60.90530355555555,6.494645888888889,1.4790349417638298
41,Stimuli_ws/head_centered/20221005-141218_2_head_41.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_41.avi,-0.4772860335195477,-0.0020446927374306386,,8.259165111111109,-57.35592133333333,8.498623444444444,1.0629050279329604
42,Stimuli_ws/head_centered/20221005-141218_2_head_42.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_42.avi,-0.6477509881423078,-0.034234895539243776,,7.651118000000001,-58.45970411111111,7.8254108888888885,1.3254658385093403
43,Stimuli_ws/head_centered/20221005-141218_2_head_43.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_43.avi,-0.7068091473743815,-0.02468097120271162,,6.050411333333333,-60.83626222222222,6.465177777777778,1.7542066629023665
44,Stimuli_ws/head_centered/20221005-141218_2_head_44.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_44.avi,-0.535380225988723,0.006909604519774158,,5.070210777777778,-62.041787888888884,5.949532333333334,2.642372881356048
45,Stimuli_ws/head_centered/20221005-141218_2_head_45.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_45.avi,-0.36750676437428387,-0.10950394588500176,,2.9755204444444443,-63.96655755555556,4.104932444444445,4.079988726042714
46,Stimuli_ws/head_centered/20221005-141218_2_head_46.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_46.avi,-0.5775262257696815,0.03677309007981873,,2.368082,-65.23590155555556,3.399083777777778,4.400912200684254
47,Stimuli_ws/head_centered/20221005-141218_2_head_47.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_47.avi,-0.5119128081779708,-0.057787131689715734,,0.7812905655555555,-68.11379293444445,1.8642519544444442,3.921948286229566
48,Stimuli_ws/head_centered/20221005-141218_2_head_48.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_48.avi,-0.36247371364648423,-0.00795302013422732,,0.36993336666666665,-69.74943756666667,1.3317094333333332,4.221979865771247
49,Stimuli_ws/head_centered/20221005-141218_2_head_49.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_49.avi,-0.20990073737946957,-0.19246171298922507,,0.9722589111111112,-70.47083126666666,1.5602005111111112,4.018207600680714
50,Stimuli_ws/head_centered/20221005-141218_2_head_50.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_50.avi,-0.33230843237123003,0.18302207130728937,,1.735416977777778,-70.46575186666666,2.1853654666666666,4.00316921335573
51,Stimuli_ws/head_centered/20221005-141218_2_head_51.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_51.avi,-0.0003865688487584619,-0.038865688487585336,,0.7329143855555555,-71.68132861444445,0.5956663077777777,3.9900677200903085
52,Stimuli_ws/head_centered/20221005-141218_2_head_52.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_52.avi,0.3115049911920187,0.2878919553728748,,2.994793111111111,-68.52819466666668,2.112509166666667,2.312566059894346
53,Stimuli_ws/head_centered/20221005-141218_2_head_53.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_53.avi,0.3744941828254951,0.02691412742382362,,6.0318497777777775,-63.75966922222223,4.193103444444445,0.8398337950138867
54,Stimuli_ws/head_centered/20221005-141218_2_head_54.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_54.avi,0.18256637649620072,0.024972796517954844,,9.274033,-19.64016711111111,6.849507111111111,-0.15457018498369068
55,Stimuli_ws/head_centered/20221005-141218_2_head_55.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_55.avi,-0.01713313953488387,0.0013430232558145128,,9.767391555555555,19.981639555555557,7.536984533333334,0.20505813953486995
56,Stimuli_ws/head_centered/20221005-141218_2_head_56.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_56.avi,0.07002650874224367,-0.03437676254935069,,8.571832555555556,15.95034477777778,6.8837889444444444,0.9821206993795584
57,Stimuli_ws/head_centered/20221005-141218_2_head_57.avi,Stimuli_ws/retina_centered/20221005-141218_2_gaze_57.avi,0.731662946428536,-0.016383928571428053,,7.443362,10.971068555555556,5.987853677777778,1.1235491071427932
