,file_head,file_gaze,velX,velY,VelZ,pitch,yaw,roll
0,Stimuli/head_centered/20220926-142032_5_head_0.avi,Stimuli/retina_centered/20220926-142032_5_gaze_0.avi,-0.08532134355988424,0.014932557524463248,-0.32189896852683025,-1.9131960000000001,7.769829999999999,-1.10708074
1,Stimuli/head_centered/20220926-142032_5_head_1.avi,Stimuli/retina_centered/20220926-142032_5_gaze_1.avi,-0.8605460546054352,0.03474647464746407,0.8905490549054691,-2.4152231,4.6812200000000015,-0.5286250000000003
2,Stimuli/head_centered/20220926-142032_5_head_2.avi,Stimuli/retina_centered/20220926-142032_5_gaze_2.avi,-1.4715289394446032,-0.021428571428571176,0.2920040147206504,-0.3005979999999999,-4.509918,3.089355000000001
3,Stimuli/head_centered/20220926-142032_5_head_3.avi,Stimuli/retina_centered/20220926-142032_5_gaze_3.avi,-1.5838490099010731,0.013490099009901337,-0.4996905940594286,1.4828409999999999,-18.17152,3.85235586
4,Stimuli/head_centered/20220926-142032_5_head_4.avi,Stimuli/retina_centered/20220926-142032_5_gaze_4.avi,-0.5275202593193177,-0.0034619124797411185,-1.2408427876824093,2.1836365,-3.4657099999999943,2.7961729999999996
5,Stimuli/head_centered/20220926-142032_5_head_5.avi,Stimuli/retina_centered/20220926-142032_5_gaze_5.avi,1.7106239999999844,0.051820799999999424,-0.7191680000000019,-0.8191169999999999,17.66772,-1.7393489999999998
6,Stimuli/head_centered/20220926-142032_5_head_6.avi,Stimuli/retina_centered/20220926-142032_5_gaze_6.avi,0.21135983962578067,-0.01653524891413237,-1.018807216839234,1.250564,-3.597321,2.275817
7,Stimuli/head_centered/20220926-142032_5_head_7.avi,Stimuli/retina_centered/20220926-142032_5_gaze_7.avi,-0.00669099756691597,-0.00011253041362550072,-1.7531690997566856,0.41905900000000007,-2.563442,2.9100349999999997
8,Stimuli/head_centered/20220926-142032_5_head_8.avi,Stimuli/retina_centered/20220926-142032_5_gaze_8.avi,0.4581625908790801,-0.0003172504957034998,-0.4700330469266604,-0.6816879999999994,-3.720929999999999,1.3662719999999995
9,Stimuli/head_centered/20220926-142032_5_head_9.avi,Stimuli/retina_centered/20220926-142032_5_gaze_9.avi,0.38888888888887413,0.01838468720821581,-1.618309990662891,-1.192418,19.150150000000004,0.10592700000000033
10,Stimuli/head_centered/20220926-142032_5_head_10.avi,Stimuli/retina_centered/20220926-142032_5_gaze_10.avi,0.23193548387096413,0.006535483870967246,-2.1830645161290168,0.09455399999999958,-10.484350000000001,3.0156549999999998
