,file_head,file_gaze,velX,velY,VelZ,pitch,yaw,roll
0,Stimuli/head_centered/20220930-134704_1_head_0.avi,Stimuli/retina_centered/20220930-134704_1_gaze_0.avi,0.21867976718723062,-0.02959142511381326,0.4324122630092789,2.523194,9.063489,-2.7333540000000003
1,Stimuli/head_centered/20220930-134704_1_head_1.avi,Stimuli/retina_centered/20220930-134704_1_gaze_1.avi,-0.12184583393781175,0.010803230330286573,0.9167948159969058,3.575928,-25.79389,2.040528
2,Stimuli/head_centered/20220930-134704_1_head_2.avi,Stimuli/retina_centered/20220930-134704_1_gaze_2.avi,0.2011391451704008,-0.010104029372999155,1.0868890039540577,1.3949466,39.51736,-0.5155950000000002
3,Stimuli/head_centered/20220930-134704_1_head_3.avi,Stimuli/retina_centered/20220930-134704_1_gaze_3.avi,-0.010425965234352552,-0.010045321553553699,-0.22570994205725267,-1.165343,-9.189819999999997,0.9177849999999994
4,Stimuli/head_centered/20220930-134704_1_head_4.avi,Stimuli/retina_centered/20220930-134704_1_gaze_4.avi,0.9790362494221257,0.006795746879504032,-0.8156147173197693,2.3158264,17.888070000000003,-2.464814
5,Stimuli/head_centered/20220930-134704_1_head_5.avi,Stimuli/retina_centered/20220930-134704_1_gaze_5.avi,0.6928953159383819,-0.01544265228641206,-0.6089763741445581,-0.21832279999999993,3.7030400000000014,-2.206542999999999
6,Stimuli/head_centered/20220930-134704_1_head_6.avi,Stimuli/retina_centered/20220930-134704_1_gaze_6.avi,0.569857037737832,0.032174392935982295,-1.201358667087142,0.6086430000000003,-11.77993,1.5557549999999996
7,Stimuli/head_centered/20220930-134704_1_head_7.avi,Stimuli/retina_centered/20220930-134704_1_gaze_7.avi,0.14519260400616463,0.022157164869029775,0.4430508474576333,-1.6580249999999999,3.3290699999999944,-2.027802
8,Stimuli/head_centered/20220930-134704_1_head_8.avi,Stimuli/retina_centered/20220930-134704_1_gaze_8.avi,-0.18385587655942429,0.03287097833223901,0.7764062158021524,-2.42509,-7.419830000000001,1.4662429
9,Stimuli/head_centered/20220930-134704_1_head_9.avi,Stimuli/retina_centered/20220930-134704_1_gaze_9.avi,-0.23073517103593463,0.0166338184076246,0.9430222198223482,-1.437134,1.0482499999999995,-2.7890323
10,Stimuli/head_centered/20220930-134704_1_head_10.avi,Stimuli/retina_centered/20220930-134704_1_gaze_10.avi,-0.7430566059689441,0.04015649543312593,0.9197006806678816,4.356004,-3.58493,2.0069033
11,Stimuli/head_centered/20220930-134704_1_head_11.avi,Stimuli/retina_centered/20220930-134704_1_gaze_11.avi,-0.7504461112115154,-0.018163744803903707,0.5715547020904848,-1.9295649999999993,3.2083799999999982,1.201203
12,Stimuli/head_centered/20220930-134704_1_head_12.avi,Stimuli/retina_centered/20220930-134704_1_gaze_12.avi,-0.9971546463464668,0.021152812470357676,0.8465197457868198,-2.465942,2.321559999999998,0.8477256999999999
13,Stimuli/head_centered/20220930-134704_1_head_13.avi,Stimuli/retina_centered/20220930-134704_1_gaze_13.avi,-0.6244769787464033,0.02490121864991839,-0.4507756935490511,2.0536571240000003,-6.430810000000001,2.378847
14,Stimuli/head_centered/20220930-134704_1_head_14.avi,Stimuli/retina_centered/20220930-134704_1_gaze_14.avi,0.01895113853232536,0.026571854330605656,0.06102324122245108,-0.4722599999999999,-0.9056800000000038,0.2479969999999998
15,Stimuli/head_centered/20220930-134704_1_head_15.avi,Stimuli/retina_centered/20220930-134704_1_gaze_15.avi,0.5291239796197788,0.016126116254861846,-0.2328329589656455,-2.1466355,7.830605000000001,-3.7611079
16,Stimuli/head_centered/20220930-134704_1_head_16.avi,Stimuli/retina_centered/20220930-134704_1_gaze_16.avi,0.6587196282611045,-0.05430802821632449,0.005657261224946885,2.068329,-2.3225550000000004,1.6458440000000003
17,Stimuli/head_centered/20220930-134704_1_head_17.avi,Stimuli/retina_centered/20220930-134704_1_gaze_17.avi,1.617709549713771,0.055731821936145697,-0.12770641679245898,3.167878,-5.323479,2.2682147
18,Stimuli/head_centered/20220930-134704_1_head_18.avi,Stimuli/retina_centered/20220930-134704_1_gaze_18.avi,1.3143482211975515,0.032432432432432746,-0.15514455925415016,1.5253902000000001,0.2845000000000013,2.4272769999999997
